WKT	FEE	NAME	NAME_EN	NAME_RU	PARKING	ACCESS	CAPACITY	OSM_TYPE	OSM_ID
"POLYGON ((30.4760344 59.9454715,30.4760616 59.9454486,30.4760759 59.9454439,30.4760918 59.9454475,30.4760913 59.9454542,30.4760878 59.9454613,30.4760676 59.9454808,30.476496 59.9455952,30.4765255 59.9455711,30.4765476 59.9455637,30.4765615 59.9455669,30.4766267 59.9455764,30.4767232 59.9455866,30.4768042 59.9455005,30.4759642 59.9452778,30.4758277 59.9454131,30.4758938 59.9454329,30.4760344 59.9454715))"								relation	"10952262"
"POLYGON ((30.4789323 59.9457304,30.4783395 59.9455781,30.4776282 59.9462724,30.4776072 59.9462927,30.4775793 59.9463203,30.4776178 59.94633,30.4775498 59.9463951,30.4784538 59.9466198,30.4792891 59.9458221,30.4789323 59.9457304))"							"249"	relation	"10958598"
"POLYGON ((30.4763337 59.9471122,30.4763376 59.9471488,30.4763858 59.9471926,30.4765201 59.9472244,30.4774926 59.9462987,30.4773804 59.9462715,30.4773151 59.9462672,30.4772561 59.9462634,30.4772032 59.9463122,30.4771646 59.9463081,30.4765973 59.9468571,30.4767434 59.9468969,30.4766899 59.9469448,30.476543 59.9469097,30.4763337 59.9471122))"					surface			relation	"10958601"
"POLYGON ((30.4359526 59.9328044,30.4358357 59.9328014,30.4358168 59.933141,30.4359272 59.9332047,30.4360714 59.9332464,30.4363906 59.9333136,30.436563 59.9333474,30.4365903 59.9333142,30.4360913 59.9332032,30.4360242 59.9331793,30.4359429 59.9331223,30.4359526 59.9328044))"	no				surface	yes	"26"	relation	"10966866"
"POLYGON ((30.4613373 59.9444892,30.4610021 59.9444229,30.4608856 59.9443998,30.4608414 59.9443911,30.4601633 59.9452164,30.4606698 59.9453353,30.4613373 59.9444892))"	yes				surface			relation	"10973697"
"POLYGON ((30.3379868 59.969446,30.3381626 59.9694707,30.3383305 59.9691917,30.3381557 59.9691653,30.3379868 59.969446))"					surface	private		relation	"10976009"
"POLYGON ((30.2321782 59.9855276,30.2321691 59.9854391,30.2323001 59.9854294,30.2322827 59.9853133,30.2319995 59.9853335,30.2320289 59.9855336,30.2321782 59.9855276))"	no				surface	yes		relation	"10976967"
"POLYGON ((30.3509197 59.9626122,30.350934 59.9625752,30.3507216 59.9625551,30.350705 59.9625967,30.3509175 59.9626171,30.3509197 59.9626122))"	no						"4"	relation	"10995151"
"POLYGON ((30.3632806 59.8760158,30.3633388 59.875984,30.3638023 59.875711,30.3638097 59.8757033,30.3638104 59.8756957,30.3638057 59.875689,30.3637993 59.8756822,30.3637849 59.8756787,30.36329 59.8755865,30.3631767 59.8757191,30.3626747 59.8760006,30.362657 59.8760105,30.3626396 59.876023,30.3626255 59.8760378,30.3626178 59.8760536,30.3626134 59.8760669,30.3626097 59.8760825,30.36261 59.8760857,30.3626111 59.8760987,30.3626185 59.8761211,30.3626282 59.8761364,30.3626436 59.8761472,30.3628796 59.8762501,30.3632806 59.8760158))"	no				surface			relation	"10995949"
"POLYGON ((30.2878471 59.9107881,30.2880206 59.910578,30.2879989 59.9105845,30.287969 59.9105918,30.2879143 59.9105938,30.2876983 59.9105549,30.2875581 59.9107119,30.2877702 59.9107473,30.2878193 59.9107567,30.2878357 59.9107659,30.2878468 59.9107773,30.2878471 59.9107881))"	no				surface	yes	"15"	relation	"11001120"
"POLYGON ((30.3087884 59.9080937,30.3088089 59.9082511,30.3088802 59.9082492,30.3088805 59.9081149,30.3087884 59.9080937))"					surface			relation	"11003843"
"POLYGON ((30.4540317 59.860851,30.4550746 59.8606706,30.455006 59.8605714,30.4548197 59.8606032,30.4547801 59.860592,30.4547573 59.8605636,30.4542098 59.8606566,30.4542302 59.8606838,30.4542204 59.8607049,30.453962 59.8607484,30.4539823 59.860778,30.4540317 59.860851))"					surface	private		relation	"11013908"
"POLYGON ((30.4553632 59.8604705,30.4566398 59.8602482,30.45671 59.8602365,30.4566083 59.860093,30.4555899 59.8602708,30.4556042 59.8602933,30.4556043 59.8603098,30.4555785 59.86032,30.4552815 59.8603688,30.4553065 59.8604,30.4553632 59.8604705))"					surface	private		relation	"11013909"
"POLYGON ((30.2828365 59.983174,30.2828386 59.983158,30.2821298 59.9830653,30.2819899 59.9833486,30.2824841 59.983397,30.2827269 59.9834208,30.2827553 59.9833567,30.2828365 59.983174))"					surface	yes		relation	"11014484"
"POLYGON ((30.3195506 59.8660006,30.3195606 59.8658716,30.3193515 59.8657759,30.3188357 59.8657679,30.3187694 59.8657952,30.318756 59.8659905,30.3188108 59.8659907,30.3195506 59.8660006))"	no				surface	no		relation	"11014877"
"POLYGON ((30.3202497 59.8664363,30.320212 59.8664604,30.3201985 59.8667326,30.3202298 59.8667503,30.3202497 59.8664363))"	no				surface	yes		relation	"11014887"
"POLYGON ((30.320215 59.8670656,30.3201737 59.8670834,30.3201613 59.8673492,30.320197 59.867372,30.320215 59.8670656))"	no				surface	yes		relation	"11014891"
"POLYGON ((30.3195244 59.8650246,30.318914 59.8650177,30.3188183 59.8650165,30.3188105 59.8650716,30.3188029 59.8652381,30.3193779 59.8652492,30.3195774 59.8651705,30.3196087 59.8651582,30.3196202 59.865028,30.3195244 59.8650246))"	no				surface	no		relation	"11029509"
"POLYGON ((30.320313 59.8652655,30.3202771 59.8652822,30.3202689 59.8654223,30.3203053 59.8654399,30.320313 59.8652655))"	no				surface	yes	"2"	relation	"11029511"
"POLYGON ((30.3201059 59.868008,30.3200936 59.8682337,30.320148 59.8682392,30.32016 59.8679901,30.3201059 59.868008))"	no				surface	yes		relation	"11029536"
"POLYGON ((30.3206007 59.872737,30.3206343 59.8727216,30.320647 59.8725372,30.3206133 59.8725072,30.3206007 59.872737))"	no				surface	yes		relation	"11029915"
"POLYGON ((30.3130305 59.8654567,30.3130611 59.8648575,30.3129278 59.8648556,30.3127945 59.8648536,30.312714 59.8659099,30.3130003 59.8659186,30.3130183 59.8659199,30.3130217 59.8655844,30.3130305 59.8654567))"	no				surface	yes		relation	"11040184"
"POLYGON ((30.3138125 59.86447,30.3138362 59.8640319,30.3137867 59.8640319,30.3136459 59.8640392,30.313622 59.8645027,30.3127214 59.8644895,30.3127193 59.8645437,30.3127921 59.8645698,30.3137302 59.8645907,30.3137366 59.8644758,30.3137531 59.8644701,30.3138125 59.86447))"	no				surface	yes		relation	"11040936"
"POLYGON ((30.3108777 59.8650391,30.3108803 59.8650013,30.3101734 59.8649893,30.3101672 59.8650044,30.3101601 59.8650093,30.3101389 59.8650093,30.3101247 59.8649929,30.3101253 59.8650052,30.3101307 59.8650187,30.3101446 59.8650307,30.3101707 59.8650358,30.3108755 59.865047,30.3108777 59.8650391))"					surface	private	"15"	relation	"11042082"
"POLYGON ((30.3100023 59.8650008,30.3099798 59.8650047,30.3099433 59.865004,30.3099351 59.8650014,30.3099306 59.8649989,30.3099306 59.8649864,30.3070415 59.8649464,30.307041 59.8649721,30.3070363 59.8649812,30.3070258 59.8649862,30.3070164 59.8649886,30.3098847 59.8650313,30.3099371 59.8650282,30.3099664 59.8650181,30.3100023 59.8650008))"					surface	private	"61"	relation	"11042085"
"POLYGON ((30.3093799 59.8683117,30.3093812 59.8682796,30.3093862 59.8682697,30.3093987 59.868262,30.3082828 59.8682618,30.308307 59.8682729,30.3083165 59.8682848,30.3083153 59.8683086,30.3087661 59.8683088,30.3090271 59.8683105,30.3090696 59.8683102,30.3093799 59.8683117))"					surface			relation	"11048822"
"POLYGON ((30.3103351 59.8705265,30.3106637 59.8705273,30.3106641 59.8701401,30.3101018 59.8701328,30.3100951 59.8705259,30.3103351 59.8705265))"					surface	private		relation	"11048828"
"POLYGON ((30.3115036 59.8695862,30.3113235 59.869457,30.3111207 59.8695346,30.3111084 59.8695265,30.3110908 59.8695336,30.3111136 59.8695481,30.3111223 59.8695456,30.3112911 59.8696617,30.3115036 59.8695862))"					surface		"12"	relation	"11048831"
"POLYGON ((30.311141 59.8692768,30.310901 59.8693353,30.311037 59.8694751,30.311276 59.8694173,30.311141 59.8692768))"					surface		"12"	relation	"11048832"
"POLYGON ((30.3111109 59.869234,30.3110129 59.8690863,30.3107636 59.8691265,30.3108543 59.869274,30.3111109 59.869234))"					surface		"12"	relation	"11048833"
"POLYGON ((30.310996 59.8690389,30.3109445 59.8688856,30.3107263 59.868902,30.3107721 59.8690579,30.310996 59.8690389))"					surface		"10"	relation	"11048834"
"POLYGON ((30.310967 59.8685785,30.3110359 59.8684282,30.3108187 59.8684029,30.3107491 59.868554,30.310967 59.8685785))"					surface		"10"	relation	"11048835"
"POLYGON ((30.3112168 59.8681969,30.3113727 59.8680622,30.311177 59.8680071,30.3111032 59.8680614,30.3110219 59.8681406,30.3111435 59.8681757,30.3111338 59.8681841,30.3111669 59.8681929,30.3111766 59.8681853,30.3112168 59.8681969))"					surface		"10"	relation	"11048837"
"POLYGON ((30.3116146 59.8679057,30.3114619 59.8678437,30.3112687 59.8679661,30.3114237 59.8680242,30.3116146 59.8679057))"					surface		"8"	relation	"11048838"
"POLYGON ((30.4028506 59.8341297,30.4028161 59.8341639,30.4028103 59.8341696,30.4028515 59.8341803,30.4028933 59.8341911,30.4029339 59.8342016,30.4029745 59.8342121,30.4030152 59.8342227,30.4030557 59.8342332,30.4030963 59.8342437,30.4031373 59.8342543,30.4031798 59.8342653,30.4031849 59.8342603,30.4032202 59.8342252,30.4031776 59.8342142,30.4031368 59.8342036,30.4030958 59.8341931,30.403055 59.8341825,30.4030149 59.8341722,30.4029739 59.8341616,30.4029336 59.8341512,30.4028912 59.8341402,30.4028506 59.8341297))"							"9"	relation	"11064532"
"POLYGON ((30.4023733 59.8340583,30.4024138 59.8340686,30.4024522 59.8340784,30.4024921 59.8340886,30.4025323 59.8340988,30.402572 59.8341089,30.402622 59.8341217,30.4026712 59.8341342,30.402722 59.8341472,30.4027758 59.8341609,30.4027815 59.8341552,30.4028154 59.834121,30.4027646 59.8341079,30.4027138 59.8340949,30.4026638 59.8340821,30.4026133 59.8340691,30.4025745 59.8340592,30.4025343 59.8340489,30.4024953 59.8340389,30.4024553 59.8340286,30.4024152 59.8340184,30.4023744 59.8340078,30.4023408 59.8340412,30.4023341 59.8340483,30.4023733 59.8340583))"							"10"	relation	"11064533"
"POLYGON ((30.4194897 59.8595901,30.4195983 59.8596127,30.4198035 59.8596547,30.4205347 59.8586898,30.4203285 59.858683,30.4200349 59.8586785,30.4197679 59.8590595,30.4195788 59.8593002,30.4193864 59.8595696,30.4194897 59.8595901))"					surface	private		relation	"11269131"
"POLYGON ((30.2927365 59.9308607,30.2926674 59.9308513,30.2925508 59.9310693,30.2926165 59.9310794,30.2927365 59.9308607))"	no				surface	yes		relation	"11281504"
"POLYGON ((30.2926534 59.9312259,30.2927204 59.9312433,30.2931329 59.9308362,30.2930557 59.9308146,30.2926534 59.9312259))"					surface			relation	"11281506"
"POLYGON ((30.2930557 59.9308146,30.2930881 59.9307843,30.2927735 59.9306988,30.2927425 59.9307286,30.2930557 59.9308146))"					surface			relation	"11281507"
"POLYGON ((30.2917535 59.9314352,30.291561 59.9317802,30.291666 59.9317944,30.2917776 59.9318101,30.2919291 59.9315505,30.2918385 59.9315039,30.2918554 59.9314798,30.2918633 59.9314691,30.2918315 59.9314591,30.2918248 59.931457,30.2917535 59.9314352))"	yes				surface	yes	"15"	relation	"11281737"
"POLYGON ((30.3015434 59.9335291,30.301613 59.9334746,30.3013327 59.933391,30.3009049 59.9332634,30.3008151 59.9333407,30.3012064 59.9334546,30.301243 59.9334654,30.3012958 59.9334809,30.3015218 59.933546,30.3015342 59.9335363,30.3015434 59.9335291))"					surface	private		relation	"11284408"
"POLYGON ((30.2918353 59.9323836,30.2918983 59.932397,30.292367 59.9319952,30.2923375 59.9319637,30.2923328 59.9319489,30.2918353 59.9323836))"	yes				surface	yes	"16"	relation	"11284783"
"POLYGON ((30.2808507 59.8662409,30.2809998 59.8662099,30.2809194 59.866113,30.2808644 59.8660053,30.2806163 59.8657447,30.2803333 59.8654821,30.2798901 59.8656935,30.2797231 59.865773,30.2795447 59.8658922,30.2795206 59.8659225,30.2795193 59.8659528,30.2801415 59.8663661,30.2801855 59.8663782,30.2808507 59.8662409))"					surface			relation	"11339747"
"POLYGON ((30.4340183 59.8729529,30.4339806 59.872981,30.4339201 59.8730265,30.4343191 59.8731483,30.4343798 59.8731008,30.4343861 59.8730958,30.4343896 59.8730929,30.4344776 59.873022,30.4342502 59.8729558,30.4342312 59.8729485,30.4342201 59.8729396,30.4342161 59.8729288,30.4342166 59.8729188,30.434219 59.8729124,30.4342088 59.8729091,30.4341971 59.8729072,30.4341843 59.8729077,30.4340899 59.8729263,30.4340398 59.8729362,30.4340183 59.8729529))"	no				surface	yes		relation	"11354368"
"POLYGON ((30.400224 59.8304375,30.4001546 59.8305084,30.4002805 59.8305395,30.4002167 59.8306048,30.4002941 59.8306239,30.400015 59.8309063,30.3999793 59.8309455,30.3999223 59.8309824,30.3998163 59.8310019,30.3997989 59.8310019,30.3998449 59.8309519,30.3996212 59.8308966,30.3995421 59.8309776,30.3996031 59.8309847,30.399593 59.8310218,30.3995401 59.8310171,30.3996594 59.8312156,30.3996782 59.831229,30.3998043 59.8312587,30.4007457 59.8303515,30.400275 59.8302235,30.4001664 59.8303293,30.4002978 59.8303623,30.400224 59.8304375))"								relation	"11554929"
"POLYGON ((30.3951332 59.9168481,30.3952277 59.9168243,30.3949019 59.9165174,30.394808 59.9165419,30.3951332 59.9168481))"	no				surface	yes		relation	"11562010"
"POLYGON ((30.3594016 59.9123165,30.3592642 59.9121036,30.3589765 59.9121495,30.359112 59.9123629,30.3591586 59.9123554,30.3594016 59.9123165))"					surface	private		relation	"11568825"
"POLYGON ((30.4091108 59.8562013,30.4091144 59.8561932,30.4091483 59.8561623,30.4086971 59.8560404,30.4085697 59.856161,30.4088136 59.8562292,30.4088259 59.8562235,30.4088413 59.8562191,30.4088641 59.8562189,30.4090359 59.8562641,30.4091108 59.8562013))"	no				surface	yes		relation	"11594753"
"POLYGON ((30.4086781 59.8566087,30.4086648 59.8565984,30.4086584 59.8565856,30.4087452 59.8564997,30.4087537 59.8564912,30.4087613 59.8564842,30.4089319 59.8563252,30.4085661 59.8562241,30.4083089 59.8564725,30.4084497 59.8565112,30.4084557 59.856521,30.4083303 59.8566398,30.4085201 59.8566913,30.4085302 59.8566828,30.4085476 59.8566721,30.4085607 59.8566657,30.4085862 59.8566605,30.4086066 59.8566592,30.4086254 59.8566604,30.4086781 59.8566087))"	no				surface	yes		relation	"11594756"
"POLYGON ((30.403438 59.8566966,30.4036799 59.8567613,30.4038179 59.8566365,30.4037394 59.8566147,30.403726 59.8566084,30.4037178 59.8566029,30.4037099 59.8565955,30.4035841 59.8565605,30.403438 59.8566966))"								relation	"11598442"
"POLYGON ((30.4035671 59.8563022,30.4035751 59.8562948,30.4036091 59.856263,30.4035373 59.8562436,30.4035683 59.8562146,30.4033894 59.8561662,30.4033031 59.856248,30.4032607 59.8562876,30.4034525 59.8563395,30.4035103 59.8563551,30.4035671 59.8563022))"								relation	"11598443"
"POLYGON ((30.4238859 59.8794325,30.4260984 59.8797264,30.4261364 59.8796642,30.4261507 59.8796409,30.4262812 59.8794278,30.4263264 59.879354,30.4252675 59.8792061,30.4250895 59.8792533,30.425075 59.8792746,30.4250506 59.8793104,30.4240298 59.8791704,30.4238859 59.8794325))"	yes				surface	yes		relation	"11613194"
"POLYGON ((30.3477023 59.8286501,30.3477825 59.8286064,30.3475817 59.8285098,30.3460982 59.8293091,30.3459332 59.8293428,30.34536 59.8296566,30.3455727 59.8298093,30.3462009 59.8294683,30.3462363 59.829449,30.3474061 59.8288115,30.3474279 59.8287996,30.3477023 59.8286501))"					surface	private		relation	"11665065"
"POLYGON ((30.3267798 59.911414,30.3261904 59.9112009,30.3261562 59.9112247,30.3267422 59.9114396,30.3267798 59.911414))"	no				surface	yes		relation	"11704695"
"POLYGON ((30.3312638 59.9130689,30.3312651 59.9130908,30.3316644 59.9132355,30.3317043 59.9132285,30.3317627 59.9132185,30.3312641 59.9130384,30.3312638 59.9130689))"					surface			relation	"11704708"
"POLYGON ((30.2789578 59.8957657,30.2788713 59.8957511,30.278468 59.8962642,30.2779219 59.8969954,30.2780036 59.8970121,30.2780352 59.8969706,30.2784319 59.8964512,30.2785588 59.896285,30.2789578 59.8957657))"	no				surface	yes	"48"	relation	"11720638"
"POLYGON ((30.3280549 59.9200148,30.328005 59.9200467,30.3288758 59.9203858,30.3289257 59.9203539,30.3280549 59.9200148))"	no				surface	yes		relation	"11737341"
"POLYGON ((30.3278077 59.9201081,30.3287619 59.9204794,30.3288119 59.9204471,30.3278578 59.9200758,30.3278077 59.9201081))"	no				surface	yes		relation	"11737351"
"POLYGON ((30.3487093 59.9177868,30.3487447 59.9177857,30.3487817 59.9177888,30.3488071 59.9177946,30.3488229 59.9178074,30.3486121 59.9174785,30.3485137 59.9174923,30.3487093 59.9177868))"	no				surface	yes	"12"	relation	"11737812"
"POLYGON ((30.3490138 59.9181047,30.348937 59.9181168,30.3491826 59.9185271,30.3492739 59.9185076,30.3491572 59.9183281,30.3490138 59.9181047))"	no				surface	yes	"17"	relation	"11737816"
"POLYGON ((30.4306848 59.8454536,30.4309802 59.8455121,30.4310131 59.8455165,30.4310339 59.8455158,30.431058 59.8455111,30.4310902 59.845497,30.4315747 59.8448763,30.4316354 59.8447886,30.4309984 59.8446707,30.4308669 59.8448337,30.4305719 59.8447798,30.4305089 59.8448735,30.4308602 59.8449402,30.4305169 59.8453639,30.4306081 59.8453861,30.4306302 59.8454434,30.4306618 59.845449,30.4306848 59.8454536))"					surface			relation	"11747044"
"POLYGON ((30.4239784 59.8438679,30.4253202 59.8441768,30.4253764 59.8441895,30.4259961 59.843494,30.4239955 59.8435411,30.423851 59.8436969,30.4238136 59.8437404,30.4237709 59.8437899,30.4239784 59.8438679))"								relation	"11747109"
"POLYGON ((30.3399269 59.9163978,30.3396699 59.9163051,30.339118 59.9166833,30.3391609 59.9167003,30.3391716 59.916712,30.3391673 59.9167264,30.3389976 59.9168439,30.3389711 59.9168505,30.3389423 59.9168492,30.3388984 59.9168355,30.338449 59.9171415,30.3384962 59.9171588,30.3384274 59.9172077,30.3387401 59.9173019,30.3387488 59.9172959,30.3387969 59.9173114,30.339292 59.9169711,30.3393064 59.9169765,30.3389818 59.9171994,30.3392525 59.9172913,30.3398051 59.9168863,30.3395661 59.9167975,30.3393668 59.9169342,30.3393536 59.9169295,30.339543 59.9167972,30.3393626 59.9167322,30.3393598 59.9167132,30.3393817 59.9167076,30.3397673 59.9164495,30.3398208 59.9164697,30.3399269 59.9163978))"	yes				surface			relation	"11761188"
"POLYGON ((30.4816733 59.8544254,30.481677 59.8544384,30.4816472 59.8545389,30.4816391 59.8545475,30.4816244 59.8545517,30.4816059 59.854552,30.4815305 59.8545463,30.4812925 59.8553026,30.4827449 59.8554185,30.4827583 59.8553686,30.4824393 59.8550049,30.4822174 59.8548005,30.4819842 59.8546232,30.4818148 59.8545076,30.4816733 59.8544254))"					surface	private		relation	"11773340"
"POLYGON ((30.4815076 59.8598039,30.4815301 59.8597742,30.4815523 59.8597448,30.4815746 59.8597154,30.4815965 59.8596865,30.4816184 59.8596575,30.4816411 59.8596275,30.4813876 59.8595809,30.4813657 59.8596104,30.481344 59.8596398,30.4813215 59.8596702,30.4813005 59.8596985,30.4812787 59.859728,30.4812569 59.8597574,30.4815076 59.8598039))"					surface	private		relation	"11773342"
"POLYGON ((29.7457743 59.9955835,29.7457168 59.9955127,29.7456589 59.99544,29.7451287 59.9955455,29.7449194 59.9955818,29.7449518 59.9956388,29.7451921 59.9955937,29.745254 59.9956582,29.7452723 59.9956801,29.7457288 59.9955911,29.745732 59.9955969,29.7457764 59.9955882,29.7457743 59.9955835))"								relation	"11823071"
"POLYGON ((29.7471759 59.9947126,29.7471048 59.9947069,29.7470672 59.9948089,29.7473281 59.9951841,29.7473676 59.9951811,29.7474106 59.995054,29.7473422 59.9950473,29.7473616 59.9949762,29.7472972 59.9949691,29.7473133 59.9949219,29.7472449 59.9949162,29.7472644 59.9948558,29.7472 59.9948484,29.7472174 59.9947901,29.747149 59.9947827,29.7471759 59.9947126))"					surface	private		relation	"11842860"
"POLYGON ((30.4001396 59.8370287,30.3999629 59.8372518,30.4003065 59.8372447,30.4005003 59.8369943,30.4002454 59.8369309,30.4001343 59.8369027,30.4000403 59.8370014,30.4000567 59.8370001,30.4001941 59.8370321,30.4001874 59.8370385,30.4001396 59.8370287))"								relation	"11844008"
